Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients,stress_relief,mood_boost,anxiety_reduction,sleep_improvement,cognitive_function
Green Papaya Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,432,82,3.0,18.0,0.0,3.0,0.3259,PAPAYA-250 gms; Beans-100 gms; carrot-60 gms;Garlic-7 gms; Lemon-15 gms,0.30073470940797065,0.010927766032417196,0.20848106060606061,0.010999647639182522,0.2919959339674564
Quinoa Soup,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,237,255,7.0,34.0,9.0,8.0,0.2928,Quinoa-62 gms; carrot-50 gms; Onion-75 gms; Garlic-7 gms; Common salt-4 gms; Olive oil-24 gms; Celery-15 gms,0.28777834297473814,0.025336622034296454,0.20828995840760547,0.024987549917782476,0.2841095677082405
Pasta salad,0,Continental,Appetizer,Veg,no-allergies,1 small bowl,606,29,0.0,5.0,0.0,3.0,0.3914,"CUCUMBER-150 gms; Capsicum-200 gms;Parsley-7 gms;Garlic-15 gms; Common salt-7 gms; Black pepper-7 gms, Pasta-150 gms, Tomato-70 gms",0.3012659569118359,0.005135658914728682,0.20520833333333335,0.005458656330749354,0.2952402471570051
"Pomegranate, Avocado, Grapes & Zucchini salad",0,Continental,Appetizer,Veg,no-allergies,1 medium bowl,483,167,4.0,18.0,7.0,7.0,0.3788,Zucchini-62 gms; Grapes-62 gms; Avocado-150 gms; POMEGRANATE-150 gms;Mint leaves-15 gms; Lemon-15 gms; Common salt-7 gms; Black pepper-7 gms; Olive oil-15 gms,0.2921724597004017,0.017574230678881843,0.2062222964943553,0.017282475922010807,0.29015723372047064
Quinoa and chicken salad,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium bowl,516,481,29.0,59.0,12.0,18.0,0.9121,Quinoa-100 gms; Chicken-70 gms; Common salt-7 gms; Black pepper-7 gms; Capsicum-150 gms; CUCUMBER-150 gms; Parsley-15 gms; Lemon-15 gms;Garlic-2 gms,0.306075674076262,0.06807047216349542,0.24523930481283424,0.06133638712708481,0.2914280861204384
Methi matar Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,489,210,11.0,20.0,7.0,13.0,0.4845,Fenugreek leaves-150 gms; Peas-75 gms; Tomato-120 gms; Onion-75 gms; Chillies-7 gms; Cumin powder-4 gms; Mustard seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Garlic-7 gms; Ginger-7 gms; Chillies-7 gms; Coriander seeds-7 gms,0.30484443499600783,0.03393152454780362,0.2242753267973856,0.031223514211886308,0.2958269418874406
Mooli Methi Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,680,196,10.0,16.0,7.0,16.0,0.4531,Radish-150 gms; Fenugreek leaves-300 gms; Tomato-75 gms; Onion-75 gms; Chillies-7 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-7 gms; Ginger-7 gms; Chillies-7 gms; Coriander seeds-7 gms,0.3083664469152679,0.03623208832511158,0.22839275103980985,0.03362931642001409,0.29630657178656666
Palak aloo Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,216,246,12.0,30.0,7.0,12.0,0.1097,Spinach-1.5 cup; POTATO ; Tomato-120 gms)-1 gms; Onion-50 gms;; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms,0.30194755514013294,0.03557152924594785,0.22363012477718358,0.033145877378435516,0.2917364650039736
Mix Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,203,99,2.0,7.0,5.0,4.0,0.21325,Cauliflower-15 gms; carrot-15 gms; Beans-15 gms; Cabbage-15 gms; Capsicum-15 gms; Peas-10 gms; Tomato-35 gms; Onion-15 gms; Chillies-0.25 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-0.5 gms; Cooking oil-15 gms; Coriander leaves-15 gms,0.29376745405944554,0.00909396288466056,0.20177332144979204,0.008818886539816773,0.2947404933832999
Dal Cheela,1,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,234,512,31.0,76.0,8.0,15.0,0.24475,Gram dal-125 gms; Onion-15 gms; Capsicum-15 gms; carrot-15 gms; Coriander leaves-15 gms; Turmeric powder-7 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger-0.5 gms,0.30684305416438895,0.06938019732205779,0.24809514260249554,0.06301703077284473,0.2840940851558724
Dhokla,6,West,Snacks,Veg,no-allergies,4 number,167,209,10.0,31.0,4.0,6.0,0.1119,Bread-2- gms; Avocado-60 gms;Garlic-7 gms; CUCUMBER-30 gms; Tomato-30 gms; Lemon-0.25 gms; Common salt-15 gms,0.29845565151243747,0.025250176180408736,0.21544340463458111,0.023616396523373266,0.28976112477175553
SEEKH KEBAB (CHICKEN),6,Continental,Appetizer,Non-veg,no-allergies,4 number,381,248,24.0,6.0,14.0,2.0,1.0117,Lemon-15 gms; Cooking oil-15 gms; Common salt-7 gms; Coriander Leaves-30 gms; Ginger powder-15 gms; Garlic powder-15 gms; Red chilli Powder-24 gms;Onion-125 gms; Cumin Powder-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Chicken-90 gms,0.2971827869914092,0.03012238665727038,0.2090658051099228,0.02178271082922246,0.3235205056524559
SAMAKHIA RICE,0,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 small bowl,172,263,4.0,38.0,10.0,6.0,0.5305,Cumin seeds-15 gms; Cooking oil-7 gms; Samakhia Rice-150 gms,0.27977014679101364,0.020061310782241014,0.20007442067736186,0.02106154568945267,0.278812575221956
Spring Roll,0,Continental,Snacks,Veg,no-allergies,4 number,387,125,3.0,20.0,4.0,2.0,0.3492,carrot-75 gms; CABBAGE-125 gms; Capsicum-75 gms;Onion-60 gms; Ginger-15 gms; Rice Paper-8 gms; Black Pepper-7 gms; Common salt-7 gms; Cooking oil-15 gms,0.2915788846441591,0.009926474042753113,0.20086259655377303,0.010127554615926711,0.29082072234833006
Grilled Vegetables,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,76,18,1.0,2.0,0.0,0.0,0.0064,Capsicum-0.5 gms; Onion-0.5 gms; MUSHROOM-2 gms; Zucchini-0.5 gms; Tomato-0.5 gms; Common salt-4 gms; Black pepper-0.25 gms; Lemon-0.25 gms,0.2997955625973151,0.0014785059901338971,0.2010909090909091,0.0012440685929058022,0.2988638524673574
Grilled Fruits ,0,Continental,Breakfast,Veg,no-allergies,1 small bowl,115,52,0.0,13.0,0.0,2.0,0.093,PEACHES-5 gms; Watermelon-25 gms; Plum-15 gms; Pear-30 gms; Pineapple-40 gms,0.29816319093769805,0.005297157622739019,0.20347222222222222,0.006136950904392766,0.29146527076428497
Amla water,10,"North,South,East,west",Beverages,Veg,no-allergies,1 glass,11,16,0.0,3.0,0.0,1.0,0.0024,Amla-1 gms; Black pepper-1.5 gms;Mint leaves-5 gms,0.2999022425107447,0.0019702842377260985,0.20173611111111112,0.0021640826873385016,0.29737392946593383
Prune and Imlie (Tamarind) Water,10,"North,South,East,west",Beverages,Veg,no-allergies,1 glass,3,44,0.0,10.0,0.0,2.0,0.00375,PRUNES-2 gms; TAMARIND-1 gms,0.29881970857121454,0.004715762273901809,0.20347222222222222,0.0053617571059431535,0.29277830603131805
Imlie & Prune Water with Mishri,10,"North,South,East,west",Beverages,Veg,no-allergies,4 glass,102,100,2.0,21.0,1.0,0.0,0.1655,PRUNES-2 gms; Tamarind-50 gms; Mishri-50 gms,0.29323604295002725,0.006251585623678647,0.20071122994652407,0.006880902043692742,0.2886940110337443
Jau Roti (100%),1,"North,West","Lunch,Dinner",Veg,no-allergies,4 medium,150,79,3.0,15.0,0.0,4.0,0.165,Barley-150 gms,0.3021961812983171,0.011735259572468876,0.21021717171717172,0.011613342729621801,0.2924883221925938
Kodo Millet Khichdi,3,South,"Lunch,Dinner",Veg,no-allergies,4 small bowl,469,253,6.0,43.0,6.0,7.0,0.659,carrot-75 gms; Capsicum-150 gms; Onion-75 gms; Peas-50 gms; Cumin seeds-15 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander Leaves-15 gms; Kodo Millet-200 gm; Turmeric powder-7 gms; Coriander Powder-7 gms; Ginger powder-15 gms; Garlic powder-15 gms; Chillies-15 gms,0.288763290862024,0.024601010101010103,0.20987470291146762,0.0251969696969697,0.2782078800009346
Chicken Curry,"2,8","North,South,East","Dry Curry, Gravy",Non-veg,no-allergies,4 medium bowl,775,285,29.0,8.0,15.0,3.0,2.8485,Cooking oil-15 gms; Common salt-15 gms; Chicken-350 gms;Onion-120 gms; Tomato-140 gms; Cumin seeds-15 gms; Cinnamon-15 gms; cardamom powder-15 gms; Garlic powder-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Coriander seeds-15 gms; Ginger powder-15 gms,0.30062236590133873,0.03735341789992953,0.2147858734402852,0.027324759220108057,0.3280092148686311
Chicken keema,"2,8","North,South,East","Dry Curry, Gravy",Non-veg,no-allergies,4 small bowl,601,249,26.0,8.0,13.0,2.0,1.8555,Chillies-7 gms; Cooking oil-15 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms;Onion-120 gms; Tomato-140 gms; Garlic powder-15 gms; Coriander Leaves-15 gms; Ginger powder-15 gms; Chicken-200 gms; Garam Masala-15 gms; Cumin Powder-15 gms; Coriander Powder-15 gms,0.3007491180091447,0.03269180173831336,0.21271821152703507,0.02375405214940099,0.32552215164514625
Chana Dal,"2,8","North,East,West","Dry Curry, Gravy",Veg,no-allergies,4 small bowl,466,251,14.0,31.0,7.0,11.0,0.6015,Gram dal-250 gms; Onion; Tomato-120 gms; Turmeric powder-7 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger powder-7 gms; Red chilli Powder-15 gms; Coriander Leaves-15 gms; Coriander Powder-15 gms,0.3028674083868619,0.036558256988489544,0.22407583184789065,0.033469931876908623,0.2945521815984415
Rajma sabji,"2,8","North,East,West","Dry Curry, Gravy",Veg,no-allergies,4 small bowl,570,269,15.0,41.0,5.0,2.0,0.6855,Rajma-250 gms; Cooking oil-15 gms; Cumin seeds-15 gms; Onion-50 gms; Tomato-150 gms; Garlic-15 gms; Chillies-15 gms; Turmeric powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms; Ginger-15 gms,0.29393135333711806,0.027087150575522665,0.21248291740938802,0.024281183932346725,0.29047485759521063
Lobia sabji,"2,8","North,East,West","Dry Curry, Gravy",Veg,no-allergies,4 small bowl,714,115,4.0,14.0,4.0,3.0,0.787,Cooking oil-15 gms; Cumin seeds-7 gms; Onion-190 gms; Chillies-15 gms; Turmeric powder-7 gms; Common salt-15 gms; Tomato-90 gms; Garlic powder-15 gms; Coriander Leaves-15 gms; Lobia-300 gms; Ginger powder-15 gms; Coriander Powder-15 gms; Cumin Powder-15 gms,0.29488753673655976,0.011243481324876674,0.20368961675579322,0.010693328635189101,0.2942801982503032
"Avocado, cherry Tomato, Cucumber, Lettuce leaves and Seeds Salad",0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,486,393,12.0,13.0,31.0,9.0,0.33625,Avocado-50 gms; Tomato-62 gms; CUCUMBER-62 gms; Lettuce Leaf-250 gms; Sunflower seeds-15 gms; PUMPKIN SEED-15 gms; Lemon-15 gms; Common salt-1 gms; Black pepper-1 gms; Olive oil-15 gms,0.2597676220556391,0.028110288935870333,0.18312767379679146,0.024586445853887716,0.30290355961929954
Baby Corn and Broccoli Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,334,109,6.0,16.0,3.0,7.0,0.1242,Babycorn-62 gms; CUCUMBER-62 gms;Parsley-30 gms; Lemon-7 ml; Common salt-15 gms; Black pepper-15 gms; Broccoli-150 gms,0.3038894317947335,0.019368451961475217,0.21428646761734996,0.018220225510923185,0.2974307501016476
Baby Tomato and Lettuce Salad,0,"Continental,North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 small bowl,480,205,14.0,30.0,4.0,3.0,0.169,Lettuce Leaf-250 gms; Lemon-5 ml; Common salt-15 gms; Black pepper-15 gms; Cherry Tomato-50 gms; Lettuce Leaf-150 gms,0.30022898608677145,0.025253347427766033,0.21459870766488415,0.02210042283298097,0.2976903696779993
Beans Salad,0,"Continental,North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 small bowl,324,460,30.0,81.0,2.0,3.0,0.30455,Rajma-125 gms; Capsicum-62 gms; CUCUMBER-62 gms; Parsley-30 gms; Lemon-15 gms; Common salt-15 gms; Black pepper-15 gms,0.30187200523500934,0.05259161381254404,0.23499442959001784,0.04691508104298803,0.28198710316164083
Corn and spinach Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,2 small bowl,538,124,5.0,21.0,2.0,9.0,0.208,SPINACH-250 gms;Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-7 gms; Babycorn-250 gms,0.30491923069118887,0.02202431289640592,0.21813836898395725,0.021562720225510923,0.2916800389224846
Corn and Avocado salad,0,Continental,Appetizer,Veg,no-allergies,2 small bowl,337,80,2.0,8.0,5.0,3.0,0.3776,Avocado-50 gms; CUCUMBER-62 gms; Parsley-15 gms; Lemon-15 gms; Common salt-15 gms; Black pepper-15 gms; Corn-150 gms; Olive oil-15 gms,0.29411140566126953,0.007898872445384073,0.20003721033868094,0.0076883955837444215,0.29785895214250346
"Cucumber, Onion and Tomato Salad",0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,280,64,5.0,8.0,1.0,3.0,0.2745,CUCUMBER-70 gms; Tomato-120 gms; Parsley-15 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-15 gms; Onion-30 gms,0.3036543874523668,0.011171599718111346,0.20919229055258468,0.009870213765562602,0.30005721518993855
Lettuce leaves salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,101,17,1.0,3.0,0.0,2.0,0.0615,Lettuce Leaf-6 gms; CUCUMBER-0.25 gms; Capsicum-0.25 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-15 gms,0.3023081828570602,0.004450082217524078,0.20456313131313134,0.004280244303500117,0.29902798187573654
Detox salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,2 medium bowl,610,154,10.0,8.0,9.0,8.0,0.2595,Spinach-500 gms; CUCUMBER-0.5 gms; carrot-5 gms; Avocado-25 gms; Sunflower seeds-15 gms; PUMPKIN SEED-15 gms; Lemon-15 gms; Common salt-15 gms; Black pepper-15 gms,0.2998850599160663,0.023570589617101245,0.21156268568033273,0.02045102184637068,0.30614118340907853
Mint salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 medium bowl,273,43,3.0,5.0,0.0,6.0,0.2426,Mint leaves-62 gms; CUCUMBER-62 gms; Tomato-120 gms; Lemon-15 gms; Common salt-7 gms; Black pepper-7 gms,0.30758106620469705,0.012575052854122621,0.21368939393939396,0.011807141179234202,0.29839698089424266
Carrot Soup,0,Continental,Appetizer,Veg,no-allergies,1 medium bowl,291,107,5.0,18.0,1.0,8.0,0.3232,carrot-60 gms; Onion-60 gms; Tomato-120 gms;Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-5 gms; Cumin seeds-15 gms,0.30620199406110427,0.02005402865867982,0.21787284610814023,0.019398637538172423,0.2929996506296358
Peas soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,350,133,9.0,17.0,3.0,9.0,0.3618,Peas-250 gms; Onion-50 gms; Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms;Mint leaves-4 gms; Olive oil-15 gms,0.30816861626792125,0.02561275546159267,0.22103141711229946,0.023438219403335684,0.2989461897550938
Tomato soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,163,29,1.0,6.0,0.0,2.0,0.1677,Tomato-60 gms; carrot-20 gms; Onion-50 gms;Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms; Cinnamon-1 gms;  Ginger-1 gms,0.30132340640678534,0.005031477566361287,0.20456313131313134,0.0050554381019497305,0.2970584289751869
Chicken rice soup,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,6 cup,1572,264,31.0,14.0,8.0,2.0,2.8657,carrot-300 gms; Celery-300 gms; Common salt-15 gms; Parsley-7 gms; Olive oil-15 gms; Rice-300 gms; Onion-160 gms; Garlic-30 gms; Chicken Broth-230 gms; Black Pepper-15 gms; Chicken-200 gms,0.3113964896922905,0.03930913789053324,0.2255256981580511,0.028940803382663853,0.32479817843389774
Baingan Bharta,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,286,332,6.0,40.0,16.0,19.0,0.357,Onion-50 gms ; Tomato-20 gms; Chillies 2 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger-10 gms; Coriander Leaves-15 gms; Brinjal-100 gms ; Turmeric powder-15 gms; Coriander Powder-15 gms; Red chilli Powder-7 gms; Garam Masala-15 gms,0.28583410079967564,0.040686281418839565,0.21600215389185978,0.041088442565186754,0.27994753909192405
Bharwa Baigan,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,248,214,2.0,10.0,17.0,7.0,0.1932,Turmeric powder-7 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-30 gms; MANGO POWDER-7 gms; Mustard seeds-7 gms; Curry leaves-10 gms; Brinjal-150 gms,0.2747405522933316,0.013842024900164436,0.18933459595959598,0.013760747004933052,0.29351267024322886
Bharwa Tinda,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium bowl,203,75,2.0,5.0,4.0,4.0,0.1427,BOTTLE GOURD-120 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-7 gms; Coriander leaves-30 gms; MANGO POWDER-7 gms; Mustard seeds-7 gms; Curry leaves-10 gms,0.29683994813646575,0.008706365985435753,0.20324390968508615,0.008302090674183698,0.297209010949105
Bhindi,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,493,243,8.0,28.0,10.0,17.0,0.3431,Ladies finger-250 gms; Cooking oil-7 gms; Cumin seeds-15 gms; Onion-180 gms; Common salt-15 gms; Coriander leaves-4 gms; MANGO POWDER-7 gms; Coriander Powder-15 gms,0.29987040552126965,0.03776474042753113,0.22353527926322045,0.03666443504815598,0.289367890662266
Green Beans Aloo,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,511,106,5.0,20.0,1.0,6.0,0.4656,Beans-250 gms; POTATO-100 gms ; Cumin seeds-15 gms; Onion ; Tomato-120 gms; Turmeric powder-7 gms; Common salt-15 gms; Coriander leaves-4 gms,0.30385350320973825,0.01766384778012685,0.21440062388591802,0.01713765562602772,0.2931637800380149
Karela Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,2 small bowl,65,114,2.0,6.0,9.0,2.0,0.1485,Karela-3 medium; Cooking oil-15 gms; Onion-1 gms; Cumin seeds-15 gms; Mustard seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Coriander leaves-5 gms,0.2856941632351641,0.006122386657270378,0.19241874628639336,0.005782710829222458,0.29816090519878935
Methi Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 medium bowl,692,214,11.0,15.0,11.0,14.0,0.308,Fenugreek leaves-500 gms; Onion-125 gms; Cooking oil-15 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; Asafoetida-4 gms;Garlic-4 gms; Common salt-15 gms; Coriander leaves-15 gms,0.30131968925114494,0.03435142118863049,0.22012908496732025,0.03132041343669251,0.3010527771951005
Palak Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,769,148,6.0,9.0,9.0,7.0,0.4564,Spinach-500 gms; Onion-100 gms; Tomato-120 gms; Garlic-2 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger-10 gms,0.2940712612725168,0.018011862814188397,0.20546293820558525,0.016411439981207424,0.29985323258662605
Broccoli Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 medium katori,134,33,2.0,6.0,0.0,2.0,0.0872,Onion-100 gms; Garlic-2 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-2 gms,0.30226787486275436,0.006122386657270378,0.20565404040404042,0.005782710829222458,0.2982200931598522
Bell Peppers Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 small bowl,415,118,8.0,18.0,1.0,11.0,0.545,Capsicum-180 gms; Onion-70 gms;Garlic-10 gms; Tomato-120 gms; Common salt-15 gms; Black pepper-15 gms; Basil-5 gms,0.3127632974665342,0.02749342259807376,0.22635390671420086,0.025747122386657273,0.2966487725920107
Capsicum Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 small bowl,503,357,5.0,12.0,31.0,8.0,0.7141,Capsicum-200 gms; Onion-100 gms; Tomato-120 gms; Garlic-20 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Cooking oil-30 gms; Coriander leaves-4 gms,0.2525975827195948,0.018891237961005402,0.1737551990493167,0.0178482499412732,0.29608494559367565
Cabbage Matar Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,681,332,20.0,49.0,5.0,12.0,0.4248,CABBAGE-500 gms; Peas-125 gms; Onion-1 gms; Garlic-2 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms; Ginger-5 gms,0.30727769111458947,0.04798097251585623,0.23529857397504456,0.04387361992013154,0.2892256139582342
Aloo Gobhi Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,230,89,2.0,8.0,5.0,3.0,0.242,POTATO-50 gms; Cauliflower-100 gms; Turmeric powder-15 gms; Common salt-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Ginger-5 gms1,0.2933728233235634,0.007898872445384073,0.20003721033868094,0.0076883955837444215,0.2963817874670912
Aloo Matar Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,495,180,9.0,24.0,6.0,6.0,0.4545,POTATO-150 gms; Peas-250 gms; Onion; Coriander leaves-15 gms; Cumin seeds-15 gms; Mustard oil-30 gms; Turmeric powder-15 gms; Common salt-15 gms; Ginger-5 gms,0.2973569183082665,0.022802677942212825,0.2114113190730838,0.02108033826638478,0.2956438722671569
Aloo Matar Gravy,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,815,244,11.0,36.0,6.0,9.0,0.846,POTATO-150 gms ; Peas-250 gms; Onion-20 gms; Tomato-320 gms; Turmeric powder-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Common salt-15 gms,0.29829606511892204,0.03147674418604651,0.21880147058823532,0.02980232558139535,0.2887759537672559
BAKED BROCCOLI (NO WHITE SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,395,643,6.0,23.0,58.0,11.0,0.303,Broccoli-350 gms; Olive oil-30 gms; Garlic-15 gms,0.20426622616273327,0.026280596664317597,0.14034855912061794,0.025584566596194503,0.29066799896836615
BAKED CAULIFLOWER (NO WHITE SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,145,74,2.0,3.0,5.0,4.0,0.214,Cauliflower-100 gms; Common salt-15 gms; Olive oil-15 gms; Garlic Powder-15 gms,0.29581907166418475,0.008318769086210947,0.20177332144979204,0.007785294808550623,0.29884372859277825
BAKED MIX VegETABLES (WITH TOMATO SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,1013,375,14.0,53.0,10.0,20.0,0.7293,Beans-62 gms; Peas-62 gms; carrot-62 gms; Zucchini-62 gms; Garlic-10 gms; Common salt-15 gms; Broccoli-350 gms; Onion-125 gms; Olive oil-15 gms; Tomato-250 gms,0.30032006153794377,0.05332182287996241,0.2352890671420083,0.05165468639887245,0.2786118996653112
